itemid,shopid,name,myJSON_Id,image,currency,stock,status,ctime,sold,historical_sold,liked,liked_count,view_count,catid,brand,cmt_count,flag,cb_option,item_status,price,price_min,price_max,price_min_before_discount,price_max_before_discount,hidden_price_display,price_before_discount,has_lowest_price_guarantee,show_discount,raw_discount,discount,is_category_failed,size_chart,item_type,reference_item_id,transparent_background_image,is_adult,badge_icon_type,shopee_verified,is_official_shop,show_official_shop_label,show_shopee_verified_label,show_official_shop_label_in_title,is_cc_installment_payment_eligible,is_non_cc_installment_payment_eligible,coin_earn_label,show_free_shipping,preview_info,coin_info,exclusive_price_info,bundle_deal_id,can_use_bundle_deal,bundle_deal_info,is_group_buy_item,has_group_buy_stock,group_buy_info,welcome_package_type,welcome_package_info,can_use_wholesale,is_preferred_plus_seller,shop_location,has_model_with_available_shopee_stock,is_on_flash_sale,spl_installment_tenure,is_live_streaming_price,shop_name,shop_rating,is_mart,pack_size,overlay_image,autogen_title,autogen_title_id,overlay_id,is_service_by_shopee,flash_sale_stock,flash_sale_design_style,flash_sale_label_content,flash_sale_sold_percentage,info,data_type,key,count,adsid,campaignid,deduction_info,video_display_control,deep_discount_skin,relationship_label,live_stream_session,new_user_label,wp_eligibility,platform_voucher,rcmd_reason,highlight_video,can_use_cod,pub_id,pub_context_id,friend_relationship_label,showing_rs_label,showing_friend_rs_label,show_flash_sale_label,search_id,ext_info,product_banners,top_product_label,fashion_item,image_search,record_Id
18838890751,225359055,Galax NVIDIA® GeForce RTX® 3050 EX (1-Click OC Feature) 8GB LHR GDDR6 Graphic Card,30,f8ee4d0f4b06437f7a2bfc5541c16d2d,PHP,1,1,1661501859,3,3,false,50,,100644,,1,196608,0,normal,1855000000,1855000000,1855000000,2599000000,2599000000,,2599000000,false,29,29,29%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,18838890751:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
16472339386,225359055,Free Bundle Galax Gaming Mouse (SLD-01) 7200DPI/ RGB/ 8 Programmable Macro Keys,31,fd043f5ef3d0331fe0df496320a694b4,PHP,1,1,1654165384,3,14,false,4,,100644,,7,0,0,normal,500000000,500000000,500000000,-1,-1,,0,false,0,0,,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,16472339386:225359055,0,0,0,,0,,,,false,,,,,false,,,,,,false,,,,,,,0
16029376105,225359055,Zotac Gaming NVIDIA® GeForce® RTX 3060 Twin Edge 12GB Graphic Card,32,sg-11134201-22120-vbbxzopunqkv5b,PHP,11,1,1647933546,3,5,false,73,,100644,,3,0,0,normal,2199900000,2199900000,2199900000,3499000000,3499000000,,3499000000,false,37,37,37%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,16029376105:225359055,0,0,0,,0,,,,false,,,,,false,,,,,,false,,,,,,,0
12496274383,225359055,MSI NVIDIA® GeForce RTX® 3050 Ventus 2X 8G OC GDDR6 Graphic Card,33,sg-11134201-22120-zv9irj0y8elv0f,PHP,2,1,1662518802,2,22,false,141,,100644,,12,196608,0,normal,1969000000,1969000000,1969000000,2099000000,2099000000,,2099000000,false,6,6,6%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,12496274383:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
21360057609,225359055,Free - Not for Sale - LENOVO H100 IdeaPad Gaming Headset,34,sg-11134201-22110-fu0yecdnahjvc9,PHP,4,1,1667543198,1,1,false,2,,100535,,0,196608,0,normal,500000000,500000000,500000000,-1,-1,,0,false,0,0,,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21360057609:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
21249867036,225359055,HP Victus 15-FB0037AX NVIDIA® GeForce® GTX 1650 4GB with AMD Ryzen 5 5600H Gaming Laptop (White),35,5375cda8644f233224feaf7879196efa,PHP,1,1,1664263167,1,4,false,150,,100644,,1,196608,0,normal,4449000000,4449000000,4449000000,5299000000,5299000000,,5299000000,false,16,16,16%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21249867036:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
21161179475,225359055,Free - Not for Sale - HP 428K7AA WD 3.5mm ST Headset,36,sg-11134201-22110-daed63c4gojvb2,PHP,7,1,1667977753,1,3,false,1,,100535,,1,196608,0,normal,200000000,200000000,200000000,-1,-1,,0,false,0,0,,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21161179475:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
20937227387,225359055,Coolermaster CM RR-2V2L-18PA-R1 Hyper 212 ARGB CPU Cooler - Free Gift Not for Sale,37,e1350e96268e7bccbc1a4112b8bf8208,PHP,1,1,1661159844,0,1,false,0,,100644,,0,196608,0,normal,999900000,999900000,999900000,-1,-1,,0,false,0,0,,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20937227387:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
20117300675,225359055,Colorful NVIDIA® GeForce RTX® 3060 NB DUO 12G V2 L-V 12GB Graphic Card,38,sg-11134201-22120-oahyzvcs7elv6f,PHP,15,1,1656515516,0,1,false,56,,100644,,1,0,0,normal,2529000000,2529000000,2529000000,3999000000,3999000000,,3999000000,false,37,37,37%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20117300675:225359055,0,0,0,,0,,,,false,,,,,false,,,,,,false,,,,,,,0
20061179983,225359055,Free - Not for Sale - LENOVO Legion Jacket,39,sg-11134201-22110-lkrgvvqxgojvff,PHP,4,1,1667977500,1,1,false,0,,100011,,0,196608,0,normal,500000000,500000000,500000000,-1,-1,,0,false,0,0,,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20061179983:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
19661136095,225359055,Free - Not for Sale - OMEN by HP Mindframe Prime Headset,40,sg-11134201-22110-p8brgpa9aojv18,PHP,1,1,1667968008,1,1,false,1,,100535,,0,196608,0,normal,500000000,500000000,500000000,-1,-1,,0,false,0,0,,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,19661136095:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
19653232615,225359055,Acer Nitro 5 AN515-57-90SF NVIDIA® GeForce RTX® 3060 6GB with Intel Core i9-11900H Gaming Laptop,41,sg-11134201-22100-19wtdo0eagiv6a,PHP,2,1,1665303223,1,6,false,47,,100644,,5,196608,0,normal,7449000000,7449000000,7449000000,8499900000,8499900000,,8499900000,false,12,12,12%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,19653232615:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
18752683697,225359055,Asus TUF Gaming F15 FX506HC-HN083W NVIDIA® GeForce RTX® 3050 4GB with Intel Core i5 11400H Laptop,42,sg-11134201-22100-tiv99fz8edivbd,PHP,8,1,1665129558,1,5,false,88,,100644,,0,196608,0,normal,4900000000,4900000000,4900000000,6199500000,6199500000,,6199500000,false,21,21,21%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,18752683697:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
18748438664,225359055,Inno3d NVIDIA® GeForce® GTX 1630 Twin X2 OC 4GB GDDR6 Graphic Card,43,31048700c877501c2f7f89be5cf319c4,PHP,24,1,1663836785,0,1,false,19,,100644,,1,196608,0,normal,909000000,909000000,909000000,1099000000,1099000000,,1099000000,false,17,17,17%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,18748438664:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
18652689176,225359055,Asus TUF DASH F15 FX517ZC-HN032W NVIDIA® GeForce RTX® 3050 4GB with Intel Core i5-12450H Laptop,44,2dea30d008d192aafbbf524531b2de63,PHP,1,1,1665130451,1,1,false,37,,100644,,0,196608,0,normal,5439000000,5439000000,5439000000,6499500000,6499500000,,6499500000,false,16,16,16%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,18652689176:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
17384309672,225359055,Palit NVIDIA® GeForce® GTX 1630 Dual 4GB GDDR6 64BIT Graphic Card,45,aed057604eb96153984de5d241f4c035,PHP,8,1,1662357020,1,1,false,24,,100644,,0,0,0,normal,930000000,930000000,930000000,1299000000,1299000000,,1299000000,false,28,28,28%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,17384309672:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
13085954453,225359055,Gigabyte NVIDIA® GeForce® RTX 3050 Gaming OC 8GB GDDR6 Graphic Card,46,4aff29e29d24de34c5dd75799cf7364a,PHP,1,1,1649142088,0,6,false,87,,100644,,3,0,0,normal,1945000000,1945000000,1945000000,2589000000,2589000000,,2589000000,false,25,25,25%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,13085954453:225359055,0,0,0,,0,,,,false,,,,,false,,,,,,false,,,,,,,0
22503878444,225359055,Acer Nitro 5 AN515-58-55LG NVIDIA® GeForce® RTX™ 3050 Ti with Intel® Core i5-12500H Gaming Laptop,47,sg-11134201-22110-sfqfjp9hhhjvf4,PHP,2,1,1667554680,0,0,false,22,,100644,,0,196608,0,normal,5599000000,5599000000,5599000000,5999500000,5999500000,,5999500000,false,7,7,7%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,22503878444:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
21964398557,225359055,Galax NVIDIA® GeForce RTX® 2060 12GB Plus (1-Click OC Feature) 12GB GDDR6 192-bit Graphic Card,48,sg-11134201-22120-6zfsvz9xdflveb,PHP,1,1,1669182973,0,0,false,8,,100644,,0,196608,0,normal,1919000000,1919000000,1919000000,2999000000,2999000000,,2999000000,false,36,36,36%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21964398557:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
21553196054,225359055,Lenovo IdeaPad Gaming 3i 15IAH7 NVIDIA® GeForce RTX® 3050 4GB with Intel Core i5-12500H Laptop,49,05098902ba03b5a64ca2fa22bdb7e59e,PHP,1,1,1665295704,0,0,false,11,,100644,,0,196608,0,normal,5839000000,5839000000,5839000000,6499500000,6499500000,,6499500000,false,10,10,10%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21553196054:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
21454320177,225359055,MSI NVIDIA® GeForce RTX™ 3070 VENTUS 2X 8GB GDDR6 OC LHR Graphic Card,50,sg-11134201-22100-hdrkfd3657ivc2,PHP,1,1,1665634293,0,0,false,18,,100644,,0,196608,0,normal,3400000000,3400000000,3400000000,4599000000,4599000000,,4599000000,false,26,26,26%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21454320177:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
21453220660,225359055,Acer Predator Helios 300 PH315-55-54RF NVIDIA® GeForce RTX® 3060 6GB with Intel Core i5-12500H,51,sg-11134201-22100-5begec969fiv68,PHP,1,1,1665300977,0,0,false,31,,100644,,0,196608,0,normal,8039000000,8039000000,8039000000,8999000000,8999000000,,8999000000,false,11,11,11%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21453220660:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
21322113536,225359055,NVIDIA® GeForce® Gaming PC: NVIDIA® GeForce RTX™ 3060 12GB with Intel Core I5-10600K Desktop,52,sg-11134201-22120-5bijvayx6qkv56,PHP,1,1,1657512994,0,0,false,73,,100644,,0,0,0,normal,6199000000,6199000000,6199000000,7469500000,7469500000,,7469500000,false,17,17,17%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21322113536:225359055,0,0,0,,0,,,,false,,,,,false,,,,,,false,,,,,,,0
21243642517,225359055,ASUS TUF Gaming NVIDIA® GeForce RTX® 3050 OC Edition 8GB GDDR6 Graphic Card,53,sg-11134201-22100-6riiz3asddiv9a,PHP,3,1,1662621478,0,0,false,20,,100644,,0,196608,0,normal,2185000000,2185000000,2185000000,3099000000,3099000000,,3099000000,false,29,29,29%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21243642517:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
21149845470,225359055,HP Victus 15-FB0035AX NVIDIA® GeForce RTX® 3050 4GB with AMD Ryzen 5 5600H Gaming Laptop,54,5c5763f3af4e375e426c0bb54946cc25,PHP,2,1,1664259837,0,0,false,45,,100644,,0,196608,0,normal,4909000000,4909000000,4909000000,5099000000,5099000000,,5099000000,false,4,4,4%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21149845470:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
21055772322,225359055,MSI NVIDIA® GeForce RTX® 3080 Ti GAMING X TRIO 12GB GDDR6X Graphic Card,55,sg-11134201-22120-cmjnszmgbflv9f,PHP,1,1,1666146197,0,0,false,14,,100644,,0,196608,0,normal,6899000000,6899000000,6899000000,8099000000,8099000000,,8099000000,false,15,15,15%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,21055772322:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
20860090960,225359055,Lenovo IdeaPad Gaming 3 15ACH6 NVIDIA® GeForce RTX™ 3060 6GB with AMD Ryzen 7 5800H Laptop,56,sg-11134201-22110-o4clt7xrehjv2b,PHP,1,1,1667550193,0,0,false,11,,100644,,0,196608,0,normal,6529000000,6529000000,6529000000,6999000000,6999000000,,6999000000,false,7,7,7%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20860090960:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
20768599266,225359055,Asus TUF Gaming A15 FA506QM-HN076W NVIDIA® GeForce RTX® 3060 6GB with AMD Ryzen 7- 5800H,57,sg-11134201-22120-gcuw0jxtg3kvba,PHP,1,1,1671009070,0,0,false,5,,100644,,0,196608,0,normal,6544600000,6544600000,6544600000,7699500000,7699500000,,7699500000,false,15,15,15%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20768599266:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
20653167125,225359055,Asus TUF Dash F15 (2022) FX517ZE-HN030W NVIDIA® GeForce RTX® 3050 Ti 4GB with Intel Core  i5-12450H,58,sg-11134201-22100-diwsfqw31fiv9c,PHP,1,1,1665287373,0,1,false,21,,100644,,0,196608,0,normal,6059000000,6059000000,6059000000,6599500000,6599500000,,6599500000,false,8,8,8%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20653167125:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
20560703268,225359055,NVIDIA® GeForce® Gaming PC: GeForce® GTX 1050 Ti with Intel I3-10100F Gaming Desktop,59,sg-11134201-22110-1c9o15nupljv61,PHP,1,1,1667813602,0,0,false,38,,100644,,0,196608,0,normal,2839000000,2839000000,2839000000,3999000000,3999000000,,3999000000,false,29,29,29%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20560703268:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
20553211574,225359055,Asus TUF Gaming  FX517ZE-HN086W NVIDIA® GeForce RTX™ 3050 Ti 4GB with Intel Core i7-12650H Laptop,60,sg-11134201-22100-mkju50rr37iv8b,PHP,1,1,1665298866,0,0,false,26,,100644,,0,196608,0,normal,7219000000,7219000000,7219000000,8399500000,8399500000,,8399500000,false,14,14,14%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20553211574:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
20549873009,225359055,HP VICTUS 15-FA0040TX NVIDIA® GeForce RTX® 3050 Ti with Intel Core i5-12500H,61,sg-11134201-22090-mjh4u1ud5yhv42,PHP,1,1,1664263888,0,0,false,16,,100644,,0,196608,0,normal,5509000000,5509000000,5509000000,6499000000,6499000000,,6499000000,false,15,15,15%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20549873009:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
20353170155,225359055,Asus ROG Strix G15 G513RM-HF287W NVIDIA® GeForce RTX® 3060 6GB with AMD Ryzen 7 6800H Gaming Laptop,62,8851d7eab137350002484d3ebf5d52a3,PHP,1,1,1665288188,0,0,false,34,,100644,,0,196608,0,normal,9449000000,9449000000,9449000000,9999900000,9999900000,,9999900000,false,6,6,6%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20353170155:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
20053253250,225359055,Asus ROG ZEPHYRUS G14 GA401QE-K2135TS NVIDIA® GeForce RTX® 3050 Ti 4GB with AMD Ryzen 7 5800HS,63,09595ee0709474675f37a0b44f029c3e,PHP,1,1,1665307943,0,0,false,37,,100644,,0,196608,0,normal,9000000000,9000000000,9000000000,9999900000,9999900000,,9999900000,false,10,10,10%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,20053253250:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
19557082358,225359055,Asus TUF GAMING F15 FX506HM-HN222W NVIDIA® GeForce RTX™ 3060 6GB with Intel Core i5 11400H Laptop,64,sg-11134201-22100-wpznajmpa2iv0c,PHP,1,1,1666574936,0,0,false,42,,100644,,0,196608,0,normal,5889000000,5889000000,5889000000,6999500000,6999500000,,6999500000,false,16,16,16%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,19557082358:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
19554365480,225359055,Acer Nitro 5 AN515-46-R4W2 NVIDIA® GeForce RTX™ 3050 4GB with AMD Ryzen 5 6600H Gaming Laptop,65,6f818648b8efc4d879f2f6900774ac85,PHP,1,1,1665640926,0,0,false,3,,100644,,0,196608,0,normal,6799000000,6799000000,6799000000,7599000000,7599000000,,7599000000,false,11,11,11%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,19554365480:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
19452691752,225359055,MSI PRESTIGE 14 A11SC-096PH NVIDIA® GeForce® GTX 1650 4GB with Intel  i5-1155G7 Gaming Laptop,66,sg-11134201-22100-q88njuc5fdivc0,PHP,1,1,1665131159,0,0,false,62,,100644,,0,196608,0,normal,4800000000,4800000000,4800000000,5499500000,5499500000,,5499500000,false,13,13,13%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,19452691752:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
19153235106,225359055,Gigabyte G5 GE 51PH263SH NVIDIA® GeForce RTX® 3050 4GB with Intel Core i5-12500H Gaming Laptop,67,sg-11134201-22100-t76g0dtqagiv5c,PHP,1,1,1665303594,0,0,false,23,,100644,,0,196608,0,normal,5199000000,5199000000,5199000000,5799500000,5799500000,,5799500000,false,10,10,10%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,19153235106:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
19153183530,225359055,HP Victus 15-FB0041AX NVIDIA® GeForce RTX® 3050 Ti 4GB with AMD Ryzen™ 7 5800H Gaming Laptop,68,sg-11134201-22110-2lgimg8hkwjv84,PHP,1,1,1665291833,0,0,false,43,,100644,,0,196608,0,normal,6149000000,6149000000,6149000000,7299000000,7299000000,,7299000000,false,16,16,16%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,19153183530:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
18553173907,225359055,Asus TUF GAMING A15 FA507RC-HN022W NVIDIA® GeForce RTX® 3050 4GB with AMD Ryzen 7 6800H Laptop,69,8d82a9ab2d53cd53b1b4c696975b1e27,PHP,1,1,1665288724,0,0,false,4,,100644,,0,196608,0,normal,6149000000,6149000000,6149000000,7299500000,7299500000,,7299500000,false,16,16,16%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,18553173907:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
18453957678,225359055,Asus TUF TUF GAMING F15 FX506HE-HN310W NVIDIA® GeForce RTX® 3050 Ti 4GB with Intel Core i5-11400H,70,sg-11134201-22100-xl5o496c9jiv47,PHP,1,1,1665541736,0,0,false,16,,100644,,0,196608,0,normal,5529000000,5529000000,5529000000,6799500000,6799500000,,6799500000,false,19,19,19%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,18453957678:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
18443747798,225359055,Rapoo X120 Pro Wired Keyboard & Mouse - Free Gift Not for Sale,71,91b594a031155ad6cd0c901f11972670,PHP,5,1,1662631776,0,0,false,1,,100644,,0,196608,0,normal,100000000,100000000,100000000,-1,-1,,0,false,0,0,,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,18443747798:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
18442435419,225359055,Asus TUF Gaming NVIDIA® GeForce RTX® 3080 Ti OC Edition 12GB GDDR6X Graphic Cards,72,4df2daeff4a74cd665b04825a503c1a2,PHP,1,1,1662370508,0,0,false,27,,100644,,0,0,0,normal,7239000000,7239000000,7239000000,8999000000,8999000000,,8999000000,false,20,20,20%,,,0,,,false,0,false,true,true,false,true,false,false,,false,,,,0,false,,,,,0,,false,false,Quezon City, Metro Manila,false,false,,,NVIDIA GEFORCE,4.873263,false,,,,,,false,0,,,,,item,18442435419:225359055,0,0,0,,0,,,,false,,,,,true,,,,,,false,,,,,,,0
